record_id,source_path,original_text,candidate,confidence,extraction_source,ambiguity,alternatives,requires_review
6d7d0a82b06ca819,Air_Purifiers/Dyson/Dyson_HotCool_HP07.ir,HotCool_HP07,HotCool_HP07,0.45,inventory.model,True,"[""Dyson_HotCool_HP07""]",True
ab6fce0741e1e554,Air_Purifiers/Dyson/Dyson_PureCool_TP00.ir,PureCool_TP00,PureCool_TP00,0.45,inventory.model,True,"[""Dyson_PureCool_TP00""]",True
08374288dceb7ee2,Air_Purifiers/Dyson/Dyson_PureCool_TP4A.ir,PureCool_TP4A,PureCool_TP4A,0.45,inventory.model,True,"[""Dyson_PureCool_TP4A""]",True
168eb65d53e30257,Air_Purifiers/Dyson/Dyson_Purifier_Cool_Autoreact_TP7A.ir,Purifier_Cool_Autoreact_TP7A,Purifier_Cool_Autoreact_TP7A,0.45,inventory.model,True,"[""Dyson_Purifier_Cool_Autoreact_TP7A""]",True
58d8bb1cec57f1cb,Air_Purifiers/Dyson/Dyson_Purifier_Cool_TP10.ir,Purifier_Cool_TP10,Purifier_Cool_TP10,0.45,inventory.model,True,"[""Dyson_Purifier_Cool_TP10""]",True
0789984fb80f8904,Air_Purifiers/Dyson/Dyson_Purifier_Humidify+Cool_Autoreact_PH3A.ir,Purifier_Humidify+Cool_Autoreact_PH3A,Purifier_Humidify+Cool_Autoreact_PH3A,0.45,inventory.model,True,"[""Dyson_Purifier_Humidify+Cool_Autoreact_PH3A""]",True
523937160211e9e8,Air_Purifiers/Dyson/Dyson_PurifiyHumidify_PH04.ir,PurifiyHumidify_PH04,PurifiyHumidify_PH04,0.45,inventory.model,True,"[""Dyson_PurifiyHumidify_PH04""]",True
ce037bb9d0c94227,Air_Purifiers/IQAir/IQAir_GC_Series.ir,GC_Series,,0.0,,False,[],True
38c76bce1a17ce42,Air_Purifiers/Rabbit_Air/Rabbit_Air_Minusa2.ir,Minusa2,Minusa2,0.45,inventory.model,True,"[""Rabbit_Air_Minusa2""]",True
8dca7b53f4f00a5b,Air_Purifiers/Rohnson/Rohnson_R-9400.ir,R-9400,R-9400,0.45,inventory.model,True,"[""Rohnson_R-9400""]",True
f7272dd46e6aca91,Air_Purifiers/Shark/Shark_Air_Purifier.ir,Air_Purifier,,0.0,,False,[],True
8e5354c61e690cc3,Air_Purifiers/Trotec/Trotec_AirgoClean_350_E.ir,AirgoClean_350_E,AirgoClean_350_E,0.45,inventory.model,True,"[""Trotec_AirgoClean_350_E""]",True
317ee3894ba11c9b,Air_Purifiers/WEN/WEN_3417.ir,3417,WEN_3417,0.72,file_name,False,[],True
83e65fa35662a59e,Air_Purifiers/Winix/Winix WAC5500.ir,Winix WAC5500,WAC5500,0.45,inventory.model,False,[],True
682a3f102507f9e0,Air_Purifiers/Winix/Winix_Air_Purifiers.ir,Air_Purifiers,,0.0,,False,[],True
1300b4960729ffc1,Audio_and_Video_Receivers/ASR/ASR_EMITTER1HD.ir,EMITTER1HD,EMITTER1HD,0.45,inventory.model,True,"[""ASR_EMITTER1HD""]",True
