original,suggested_brand_id,display_name,manufacturer,confidence,rule,reasons,requires_review
SmartyKat,smartykat,SmartyKat,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
SnapStream,snapstream,SnapStream,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Snazio,snazio,Snazio,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Snell,snell,Snell,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Socobeta,socobeta,Socobeta,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sole,sole,Sole,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
SoleusAir,soleusair,SoleusAir,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Solida,solida,Solida,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Solis,solis,Solis,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Somela,somela,Somela,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Somfy,somfy,Somfy,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sonance,sonance,Sonance,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sonic_Blue,sonic-blue,Sonic_Blue,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sonicview,sonicview,Sonicview,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Soniq,soniq,Soniq,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sonoff,sonoff,Sonoff,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sonos,sonos,Sonos,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sony,sony,Sony,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sony_Ericsson,sony-ericsson,Sony_Ericsson,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sony_Experimental_unlock,sony-experimental-unlock,Sony_Experimental_unlock,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Southerland,southerland,Southerland,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Spectral,spectral,Spectral,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Speed-link,speed-link,Speed-link,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Stadler_Form,stadler-form,Stadler_Form,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Starcom,starcom,Starcom,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Starsat,starsat,Starsat,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Starview,starview,Starview,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Steljes,steljes,Steljes,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
StereoBoomm,stereoboomm,StereoBoomm,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Stereo_Amplifiers,stereo-amplifiers,Stereo_Amplifiers,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Storex,storex,Storex,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Strato,strato,Strato,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Streamzap,streamzap,Streamzap,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Strong,strong,Strong,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Style_Selections,style-selections,Style_Selections,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Subtropic,subtropic,Subtropic,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
SuedwindAmbientika,suedwindambientika,SuedwindAmbientika,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sumvision,sumvision,Sumvision,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
SunBriteTV,sunbritetv,SunBriteTV,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sunbeam,sunbeam,Sunbeam,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sunbrite,sunbrite,Sunbrite,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sunfire,sunfire,Sunfire,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sungale,sungale,Sungale,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sunset_Lamp,sunset-lamp,Sunset_Lamp,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Suntec,suntec,Suntec,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sunteca,sunteca,Sunteca,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Supermax,supermax,Supermax,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Supportplus,supportplus,Supportplus,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Supra,supra,Supra,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sweex,sweex,Sweex,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Syabas,syabas,Syabas,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Sylvania,sylvania,Sylvania,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Symphonic,symphonic,Symphonic,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Syntax-Brillian,syntax-brillian,Syntax-Brillian,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
T+A,t-a,T+A,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
T-SUN,t-sun,T-Sun,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TAG_McLaren,tag-mclaren,TAG_McLaren,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TAO,tao,Tao,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TARGA,targa,Targa,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TASCAM,tascam,Tascam,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TATA SKY,tata-sky,Tata Sky,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TCL,tcl,Tcl,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TCM,tcm,Tcm,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TCP,tcp,Tcp,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TCUAG,tcuag,Tcuag,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TEAC,teac,Teac,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TECHNIC,technic,Technic,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TECHNICOLOR,technicolor,Technicolor,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TECHNICS,technics,Technics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TECHNIKA,technika,Technika,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TECHNISAT,technisat,Technisat,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TECHNOIT,technoit,Technoit,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TECHNOSAT,technosat,Technosat,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TECHNOTREND,technotrend,Technotrend,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TECTRO,tectro,Tectro,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TELEFUNKEN,telefunken,Telefunken,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TELEKOM,telekom,Telekom,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TELESTAR,telestar,Telestar,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TELESYSTEM,telesystem,Telesystem,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TELEWIRE,telewire,Telewire,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TELSKY,telsky,Telsky,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TERRATEC,terratec,Terratec,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TERRIS,terris,Terris,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TESmart,tesmart,TESmart,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TEUFEL,teufel,Teufel,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TEVION,tevion,Tevion,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
THES,thes,Thes,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
THOMSON,thomson,Thomson,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
THULE,thule,Thule,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TIGER,tiger,Tiger,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TION,tion,Tion,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TKOOFN,tkoofn,Tkoofn,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TOCOM,tocom,Tocom,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TOMATE,tomate,Tomate,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TOPFIELD,topfield,Topfield,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TOPPING,topping,Topping,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TOPTRO,toptro,Toptro,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TOSHIBA,toshiba,Toshiba,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TREKSTOR,trekstor,Trekstor,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TREVI,trevi,Trevi,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TRIAX,triax,Triax,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TRONFY,tronfy,Tronfy,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TRUMAN,truman,Truman,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TV SAMSUNG,tv-samsung,Tv Samsung,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tab_Electronics,tab-electronics,Tab_Electronics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TacT,tact,TacT,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tandberg,tandberg,Tandberg,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tangent,tangent,Tangent,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TaoTronics,taotronics,TaoTronics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Taotronics,taotronics,Taotronics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Taurus,taurus,Taurus,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tayama_ASAP_Technology,tayama-asap-technology,Tayama_ASAP_Technology,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TechniSat,technisat,TechniSat,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Technics,technics,Technics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Technika,technika,Technika,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Technosonic,technosonic,Technosonic,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Technotrend,technotrend,Technotrend,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tefal,tefal,Tefal,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Telecontrole,telecontrole,Telecontrole,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Telefunken,telefunken,Telefunken,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Teleka,teleka,Teleka,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Telekom,telekom,Telekom,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Telemann,telemann,Telemann,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Telenet,telenet,Telenet,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Televes,televes,Televes,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Telex,telex,Telex,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Telus,telus,Telus,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tensai,tensai,Tensai,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Terratec,terratec,Terratec,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tesla,tesla,Tesla,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Teufel,teufel,Teufel,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tevion,tevion,Tevion,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Theta,theta,Theta,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Theta_Casablanca,theta-casablanca,Theta_Casablanca,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Theta_Digital,theta-digital,Theta_Digital,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Thinkgeek,thinkgeek,Thinkgeek,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Thinkway_Toys,thinkway-toys,Thinkway_Toys,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Thompson,thompson,Thompson,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Thomson,thomson,Thomson,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Thunrlge,thunrlge,Thunrlge,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TiVo,tivo,TiVo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tikom,tikom,Tikom,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tilview,tilview,Tilview,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Timberk,timberk,Timberk,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tivo,tivo,Tivo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tivoli,tivoli,Tivoli,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Toilet_Roll_Dispenser,toilet-roll-dispenser,Toilet_Roll_Dispenser,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tokai,tokai,Tokai,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tomlov,tomlov,Tomlov,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tomlov Microscope,tomlov-microscope,Tomlov Microscope,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TopVisionTec,topvisiontec,TopVisionTec,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Topcon,topcon,Topcon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Topfield,topfield,Topfield,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Topping,topping,Topping,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Topping_Amplifier,topping-amplifier,Topping_Amplifier,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Topseed,topseed,Topseed,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tora,tora,Tora,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Toshiba,toshiba,Toshiba,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tosot,tosot,Tosot,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Total_Control,total-control,Total_Control,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Total_Media_In_Hand,total-media-in-hand,Total_Media_In_Hand,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
ToteVision,totevision,ToteVision,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Toys_R_Us,toys-r-us,Toys_R_Us,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Travelors,travelors,Travelors,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Traxis,traxis,Traxis,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Triax,triax,Triax,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tributaries,tributaries,Tributaries,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tridonic,tridonic,Tridonic,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tripp_Lite,tripp-lite,Tripp_Lite,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tropic,tropic,Tropic,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Trotec,trotec,Trotec,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TrueConf,trueconf,TrueConf,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Trust,trust,Trust,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Trutech,trutech,Trutech,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Turtle_Beach,turtle-beach,Turtle_Beach,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Turtlebeach,turtlebeach,Turtlebeach,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tuya,tuya,Tuya,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tween,tween,Tween,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tween_lights,tween-lights,Tween_lights,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
TwinStar,twinstar,TwinStar,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Twinhan,twinhan,Twinhan,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Typhoon,typhoon,Typhoon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Tzumi,tzumi,Tzumi,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
U-Ultty,u-ultty,U-Ultty,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
UEC,uec,Uec,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
UFO_Sunset_Lamp,ufo-sunset-lamp,UFO_Sunset_Lamp,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
UMC,umc,Umc,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
UNITED,united,United,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
UNITYMEDIA,unitymedia,Unitymedia,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
UNIVERSUM,universum,Universum,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
UPC,upc,Upc,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
UPSTAR,upstar,Upstar,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
US_Electronics,us-electronics,US_Electronics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Ufesa,ufesa,Ufesa,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Ugreen,ugreen,Ugreen,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Ultimea,ultimea,Ultimea,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Ultrawave,ultrawave,Ultrawave,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Umax,umax,Umax,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Uncle_Milton,uncle-milton,Uncle_Milton,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Uncle_Miltons,uncle-miltons,Uncle_Miltons,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Uniden,uniden,Uniden,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
United,united,United,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Universal,,,,0.0,unresolved,"[""marca ausente ou genérica""]",True
Universal_Electronics,universal-electronics,Universal_Electronics,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Unknown,,,,0.0,unresolved,"[""marca ausente ou genérica""]",True
Unknown-brand,unknown-brand,Unknown-brand,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Unknown_Brand,unknown-brand,Unknown_Brand,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Urevo,urevo,Urevo,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
User_Created,user-created,User_Created,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
Utilitech,utilitech,Utilitech,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
V-TAC,v-tac,V-Tac,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VANTAGE,vantage,Vantage,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VDC,vdc,Vdc,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VELODYNE,velodyne,Velodyne,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VENEX,venex,Venex,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VIDEOCON,videocon,Videocon,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VIESA,viesa,Viesa,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VIEWSONIC,viewsonic,Viewsonic,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VIORE,viore,Viore,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VISTRON,vistron,Vistron,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VIVANCO,vivanco,Vivanco,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VIVITEK,vivitek,Vivitek,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
VIZIO,vizio,Vizio,,0.97,typographic_normalization,"[""somente caixa, Unicode, espaços e pontuação foram normalizados""]",False
