original_name,count,example_paths,canonical_name,confidence,reason,ambiguity
cd_next,3,"[""_Converted_/CSV/S/Sony/Unknown_RM-D302/17,-1.ir"",""_Converted_/CSV/Y/Yamaha/Unknown_rax9/122_-1.ir"",""_Converted_/CSV/Y/Yamaha/Unknown_vu50620/120_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_Play,3,"[""Audio_and_Video_Receivers/Nakamichi/NAKAMICHI_RM_4TA.ir"",""_Converted_/CSV/D/Denon/Unknown_Denon/91_-1.ir"",""_Converted_/CSV/S/Sherwood/Unknown_RM-RV-N25/131,68.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_PROG,3,"[""_Converted_/CSV/A/Akai/Unknown_akai/131_101.ir"",""_Converted_/CSV/H/Hitachi/Unknown_FX7/91_-1.ir"",""_Converted_/CSV/U/universum/Unknown_universum/16,16.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_REV,3,"[""_Converted_/CSV/Y/Yamaha/Unknown_RAV14/122_-1.ir"",""_Converted_/Pronto/D/Denon/(unknown).ir"",""_Converted_/Pronto/Y/Yamaha/AVC-50.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_SCAN_REV_<<,3,"[""_Converted_/CSV/D/Denon/Amplifier/8_-1.ir"",""_Converted_/CSV/D/Denon/Receiver/8_-1.ir"",""_Converted_/CSV/O/Onkyo/Unknown/210,109.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_SEARCH<<,3,"[""_Converted_/CSV/H/Harman_Kardon/Receiver/128_112.ir"",""_Converted_/CSV/H/Harman_Kardon/Surround_Processor/128_112.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_SEARCH>>,3,"[""_Converted_/CSV/H/Harman_Kardon/Receiver/128_112.ir"",""_Converted_/CSV/H/Harman_Kardon/Surround_Processor/128_112.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_SEARCH_REV,3,"[""_Converted_/CSV/Y/Yamaha/Unknown_RCX660/122_-1.ir"",""_Converted_/CSV/Y/Yamaha/Unknown_RX-V850/122_-1.ir"",""_Converted_/CSV/Y/Yamaha/Unknown_VK38010/122_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_SELECT,3,"[""_Converted_/CSV/Y/Yamaha/Unknown_RCX-750/122_-1.ir"",""_Converted_/CSV/Y/Yamaha/Unknown_RCX660/122_-1.ir"",""_Converted_/Pronto/T/Technics/THX_PROCESSOR_-_PROCESSOR_FUNCTIONS.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_SKIP_<,3,"[""_Converted_/CSV/J/JVC/Receiver/179_-1.ir"",""_Converted_/CSV/N/NAD/Amplifier/135,124.ir"",""_Converted_/CSV/N/Nakamichi/Receiver/103,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_SKIP_>,3,"[""_Converted_/CSV/J/JVC/Receiver/179_-1.ir"",""_Converted_/CSV/N/NAD/Amplifier/135,124.ir"",""_Converted_/CSV/N/Nakamichi/Receiver/103,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CD_SKIP_REV,3,"[""_Converted_/CSV/Y/Yamaha/Unknown_RCX660/122_-1.ir"",""_Converted_/CSV/Y/Yamaha/Unknown_RX-V850/122_-1.ir"",""_Converted_/CSV/Y/Yamaha/Unknown_VK38010/122_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Cd_usb,3,"[""Audio_and_Video_Receivers/Panasonic/Panasonic_SC-PMX92-94.ir"",""CD_Players/Panasonic/Panasonic_SC-PM254.ir"",""Speakers/Panasonic/Panasonic_SC-PMX92-94.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
cdfwd,3,"[""_Converted_/CSV/P/Panasonic/Unknown_Panasonic-RAK-RX314W/160,194.ir"",""_Converted_/CSV/P/Panasonic/Unknown_RAK-RX309W/160,194.ir"",""_Converted_/CSV/P/Panasonic/Unknown_panasonic-RAX-RX318W/160,194.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
cdpause,3,"[""_Converted_/CSV/P/Panasonic/Unknown_Panasonic-RAK-RX314W/160,194.ir"",""_Converted_/CSV/P/Panasonic/Unknown_RAK-RX309W/160,194.ir"",""_Converted_/IR_Plus/S/SONY/RM-S325.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CDPlay,3,"[""_Converted_/CSV/F/Fisher/Unknown_ra/60_-1.ir"",""_Converted_/CSV/O/Onkyo/Unknown_RC-425DV/210,43.ir"",""_Converted_/CSV/Y/Yamaha/Unknown_RAV-12/122_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Cdr,3,"[""Audio_and_Video_Receivers/Philips/Philips_MZ-3.ir"",""CD_Players/Marantz/Marantz_RC2100DR/Marantz_RC2100DR_CD.ir"",""CD_Players/Marantz/Marantz_RC2100DR/Marantz_RC2100DR_CDR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
cdrev,3,"[""_Converted_/CSV/P/Panasonic/Unknown_Panasonic-RAK-RX314W/160,194.ir"",""_Converted_/CSV/P/Panasonic/Unknown_RAK-RX309W/160,194.ir"",""_Converted_/CSV/P/Panasonic/Unknown_panasonic-RAX-RX318W/160,194.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CEAR,3,"[""_Converted_/CSV/S/Sony/VCR/11,-1.ir"",""_Converted_/CSV/S/Sony/VCR/2,-1.ir"",""_Converted_/CSV/S/Sony/VCR/7,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CEN+,3,"[""_Converted_/CSV/G/Genesis/Theater_in_Box/0_-1.ir"",""_Converted_/IR_Plus/D/DK DIGITAL/AS40-1.ir"",""_Converted_/IR_Plus/D/DYNO JET/SS7411D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CEN-,3,"[""_Converted_/CSV/G/Genesis/Theater_in_Box/0_-1.ir"",""_Converted_/IR_Plus/D/DK DIGITAL/AS40-1.ir"",""_Converted_/IR_Plus/D/DYNO JET/SS7411D.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Center +,3,"[""Audio_and_Video_Receivers/Sony/Sony_MHC-GS300AV.ir"",""SoundBars/Sony/Sony_MHC-GS300AV.ir"",""SoundBars/Vizio/Vizio_V51x-J6.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Center -,3,"[""Audio_and_Video_Receivers/Sony/Sony_MHC-GS300AV.ir"",""SoundBars/Sony/Sony_MHC-GS300AV.ir"",""SoundBars/Vizio/Vizio_V51x-J6.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CENTER MODE,3,"[""_Converted_/IR_Plus/K/KENWOOD/RC-R0505.ir"",""_Converted_/IR_Plus/O/OPTIMUS/STAV-3560.ir"",""_Converted_/IR_Plus/T/TEAC/A-H-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Center+,3,"[""Audio_and_Video_Receivers/JVC/JVC_CA-D851TR.ir"",""_Converted_/IR_Plus/E/ELTA/8886.ir"",""_Converted_/IR_Plus/J/JBL/ECS300.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Center-,3,"[""Audio_and_Video_Receivers/JVC/JVC_CA-D851TR.ir"",""_Converted_/IR_Plus/E/ELTA/8886.ir"",""_Converted_/IR_Plus/J/JBL/ECS300.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CENTER_CTR_ON,3,"[""_Converted_/Pronto/F/Fosgate_Audionics/MODEL_3A.ir"",""_Converted_/Pronto/F/Fosgate_Audionics/MODEL_3A_-_PULSEIR_DRIVER_8991.ir"",""_Converted_/Pronto/F/Fosgate_Audionics/MODEL_4.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CENTER_LEVEL_DOWN,3,"[""_Converted_/CSV/O/Onkyo/Receiver/210,109.ir"",""_Converted_/CSV/O/Onkyo/Unknown/210,109.ir"",""_Converted_/Pronto/P/Polk_Audio/Omni_SB1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH -,3,"[""DVB-T/Tilview/TILVIEW_DVB-T_2.ir"",""Projectors/NEC/NEC_RU_M124.ir"",""_Converted_/IR_Plus/G/GLOBALSAT/GS.ir""]",channel_down,0.99,alias versionado corresponde a channel_down,False
CH-PREV,3,"[""_Converted_/IR_Plus/M/MEDION/MD29006-SAT.ir"",""_Converted_/IR_Plus/P/PACE/TDS865NSDX.ir"",""_Converted_/IR_Plus/S/SCHWAIGER/DCR600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH-RETURN,3,"[""_Converted_/Pronto/P/Pioneer/ELITE_PRO_610_TV.ir"",""_Converted_/Pronto/P/Pioneer/ELITE_PRO_620.ir"",""_Converted_/Pronto/P/Pioneer/ELITE_PRO_710.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH-SELECT,3,"[""_Converted_/CSV/C/Cambridge_Audio/Receiver/192_192.ir"",""_Converted_/Pronto/T/Technics/SA-AX610.ir"",""_Converted_/Pronto/T/Technics/SA-AX710.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Ch.List,3,"[""TVs/Samsung/Samsung_BN59-01081A.ir"",""_Converted_/CSV/S/Samsung/Unknown_BN59-00861A/7,7.ir"",""_Converted_/CSV/S/Samsung/Unknown_BN59-00940A/7,7.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH/P+,3,"[""_Converted_/CSV/S/Samsung/Unknown_10116A/0,-1.ir"",""_Converted_/CSV/S/Samsung/Unknown_test/0,-1.ir"",""_Converted_/Pronto/P/Philips/42FD9932.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH/PRESET_+,3,"[""_Converted_/CSV/B/Bose/3-2-1/186_75.ir"",""_Converted_/CSV/S/Sony/Receiver/13,-1.ir"",""_Converted_/CSV/S/Sony/Receiver/17,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH/PRESET_-,3,"[""_Converted_/CSV/B/Bose/3-2-1/186_75.ir"",""_Converted_/CSV/S/Sony/Receiver/13,-1.ir"",""_Converted_/CSV/S/Sony/Receiver/17,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH/TRK+,3,"[""_Converted_/Pronto/S/Samsung/DVD-V2000.ir"",""_Converted_/Pronto/S/Sony/RDR-DX560.ir"",""_Converted_/Pronto/T/Toshiba/M461_VCR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH/TRK-,3,"[""_Converted_/Pronto/S/Samsung/DVD-V2000.ir"",""_Converted_/Pronto/S/Sony/RDR-DX560.ir"",""_Converted_/Pronto/T/Toshiba/M461_VCR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH1,3,"[""_Converted_/CSV/O/orion/Unknown_orion/128,123.ir"",""_Converted_/Pronto/0-9/(Generic)/Security_Camera.ir"",""_Converted_/Pronto/M/Marantz/Recv_11.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH2,3,"[""_Converted_/CSV/O/orion/Unknown_orion/128,123.ir"",""_Converted_/Pronto/0-9/(Generic)/Security_Camera.ir"",""_Converted_/Pronto/M/Marantz/Recv_11.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH_INDEX_16,3,"[""_Converted_/Pronto/S/Sony/KP-61XBR48.ir"",""_Converted_/Pronto/S/Sony/TV_61'__KP-61XBR48_FUNCTION_TV_1.ir"",""_Converted_/Pronto/S/Sony/TV_KVU2120V.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CH_INDEX_8,3,"[""_Converted_/Pronto/S/Sony/KP-61XBR48.ir"",""_Converted_/Pronto/S/Sony/TV_61'__KP-61XBR48_FUNCTION_TV_1.ir"",""_Converted_/Pronto/S/Sony/TV_KVU2120V.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Ch_Up,3,"[""Audio_and_Video_Receivers/Technics/Technics_EUR646496.ir"",""DVB-T/Storex/MediaZapperHD.ir"",""TVs/Crown/Crown_RC647340.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHAN_+,3,"[""_Converted_/CSV/D/Denon/Receiver/7_6.ir"",""_Converted_/CSV/H/Hitachi/VCR/96_-1.ir"",""_Converted_/CSV/I/Integra/Receiver/210_109.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHAN_-,3,"[""_Converted_/CSV/D/Denon/Receiver/7_6.ir"",""_Converted_/CSV/H/Hitachi/VCR/96_-1.ir"",""_Converted_/CSV/I/Integra/Receiver/210_109.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Chanel_up,3,"[""Miscellaneous/LG/LG.ir"",""TVs/Hisense/Hisense_EN3AH39H.ir"",""_Converted_/Pronto/J/JVC/JVC_SR-DVM600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Change,3,"[""LED_Lighting/Luminarte/Luminarte.ir"",""TVs/Denver/Denver_LED-3271.ir"",""_Converted_/CSV/S/Sony/Unknown_RM-W101/1,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHANGE_H,3,"[""_Converted_/CSV/H/Hitachi/Video_Projector/80_-1.ir"",""_Converted_/Pronto/H/Hitachi/CD-L500.ir"",""_Converted_/Pronto/P/Proxima/DESKTOP_PROJECTOR_5100.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHANGE_V,3,"[""_Converted_/CSV/H/Hitachi/Video_Projector/80_-1.ir"",""_Converted_/Pronto/H/Hitachi/CD-L500.ir"",""_Converted_/Pronto/P/Proxima/DESKTOP_PROJECTOR_5100.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHANNEL_--,3,"[""_Converted_/CSV/H/Hitachi/VCR/96_-1.ir"",""_Converted_/CSV/J/JVC/VCR/67_-1.ir"",""_Converted_/CSV/S/Sony/VCR/11,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Channel_down,3,"[""Miscellaneous/LG/LG.ir"",""TVs/Philips/Philips_14GX8510.ir"",""TVs/Toshiba/toshiba_firetv_v2.ir""]",channel_down,0.99,alias versionado corresponde a channel_down,False
CHANNEL_GUIDE,3,"[""_Converted_/CSV/R/Replay_Networks/Digital_Recorder/1,0.ir"",""_Converted_/Pronto/S/Sonic_Blue/RTV-4160.ir"",""_Converted_/Pronto/S/Sony/TV_KVU2120V.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHANNEL_SELECT,3,"[""_Converted_/CSV/I/Integra/Receiver/210_108.ir"",""_Converted_/CSV/M/Mitsubishi/VCR/87,-1.ir"",""_Converted_/CSV/O/Onkyo_Integra/Receiver/210,108.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHAP,3,"[""_Converted_/IR_Plus/J/JVC/GGF1381.ir"",""_Converted_/IR_Plus/P/PIONEER/GGF1067.ir"",""_Converted_/Pronto/P/Pioneer/CLD-V2600.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHAPTER/TIME,3,"[""_Converted_/CSV/P/Pioneer/DVD_Player/163,-1.ir"",""_Converted_/CSV/P/Pioneer/Laser_Disc/168,-1.ir"",""_Converted_/Pronto/D/Denon/MULTI_LASER_DISC_PLAYER.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHAPTER_MARK,3,"[""_Converted_/Pronto/S/Sony/RDR-GX380.ir"",""_Converted_/Pronto/S/Sony/RDR-GX7.ir"",""_Converted_/Pronto/S/Sony/TBD_1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
chapter_rev,3,"[""_Converted_/CSV/K/Kworld/Unknown_ATSC/0_251.ir"",""_Converted_/CSV/K/Kworld/Unknown_KWorld-DVBT-220/0_251.ir"",""_Converted_/CSV/K/Kworld/Unknown_KWorld-DVBT-PE310/0_251.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHAR,3,"[""CD_Players/Sony/SONY_minidisk-deck.ir"",""_Converted_/CSV/D/Denon/Unknown_RC267/6_-1.ir"",""_Converted_/Pronto/S/Sony/RW-33.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Charge,3,"[""Miscellaneous/Ecovac_RC1507_Robotics/Ecovacs_RC1507.ir"",""Miscellaneous/Eufy/Eufy_30C.ir"",""Vacuum_Cleaners/Ecovacs/Ecovacs_Deebot_Slim_2.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CHILD_LOCK,3,"[""_Converted_/CSV/D/Daewoo/VCR/21_-1.ir"",""_Converted_/CSV/S/Sharp/Unknown_SHARP/1,-1.ir"",""_Converted_/Pronto/P/Philips/DVP-3340P.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
ChUp,3,"[""Cable_Boxes/Cox/Cox_Cisco_DTA250HD.ir"",""TVs/Philips/Philips_32PFL7962D12.ir"",""VCR/Panasonic/Panasonic_VCR_PV9662.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Circle,3,"[""Consoles/PlayStation/PlayStation_2.ir"",""Toys/Thinkway_Toys/Wall-E_Robot.ir"",""Vacuum_Cleaners/Philips/Vacuum_Philips_FC8795.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CK,3,"[""_Converted_/CSV/C/Cinemateq/DVD_Player/26_0.ir"",""_Converted_/IR_Plus/C/CINEMATEQ/Studio Player DVD.ir"",""_Converted_/IR_Plus/R/ROTEL/RR-925.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CL,3,"[""_Converted_/CSV/N/NEC/Unknown_TRB-60/49,-1.ir"",""_Converted_/IR_Plus/S/SONY/RM-2001.ir"",""_Converted_/Pronto/G/Grundig/GV_470.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CLEAN,3,"[""Miscellaneous/Roomba/remote.ir"",""_Converted_/CSV/C/Cary_Audio_Design/CD_Player/4_-1.ir"",""_Converted_/IR_Plus/I/iROBOT/Roomba.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CLEAR2,3,"[""_Converted_/IR_Plus/S/SONY/RM-D7M.ir"",""_Converted_/Pronto/M/Marantz/MV-5100.ir"",""_Converted_/Pronto/M/Marantz/SR9200.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
clear_reset,3,"[""_Converted_/CSV/G/GE/VCR/14_-1.ir"",""_Converted_/CSV/G/GE/VCR_VKFS0938/14_-1.ir"",""_Converted_/CSV/S/Samsung/Unknown_SV-651B/5,5.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CLICK3,3,"[""_Converted_/Pronto/A/APTI/AP-1500X.ir"",""_Converted_/Pronto/N/NEC/MS-100.ir"",""_Converted_/Pronto/S/Sony/VPL-500Q.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CLK/COUNT,3,"[""_Converted_/CSV/S/Samsung/Unknown_VCR/5,5.ir"",""_Converted_/Pronto/P/Panasonic/AG-W3.ir"",""_Converted_/Pronto/S/Samsung/SV500W.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CLOCK/TIMER,3,"[""_Converted_/CSV/L/LXI/TV/4_-1.ir"",""_Converted_/IR_Plus/J/JVC/UX-LP UX-GN.ir"",""_Converted_/IR_Plus/P/PANASONIC/SC-PM-Series.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Close,3,"[""Consoles/Microsoft/XBOX360_Media.ir"",""Miscellaneous/Lutron/Lutron_Window_Shades.ir"",""_Converted_/Pronto/V/Vutec/Vutec_1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
clr/rst,3,"[""_Converted_/CSV/S/Samsung/Unknown_SV-411X/5,5.ir"",""_Converted_/CSV/S/Samsung/Unknown_SV-610X/5,5.ir"",""_Converted_/IR_Plus/S/SAMSUNG/SV-6XXX-VCR.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CMD,3,"[""_Converted_/Pronto/J/JVC/DLA-HD250.ir"",""_Converted_/Pronto/J/JVC/DLA-RS50.ir"",""_Converted_/Pronto/J/JVC/DLA-X30.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CMSS,3,"[""_Converted_/CSV/C/Creative/Unknown_RM-1500/193_68.ir"",""_Converted_/CSV/C/Creative/Unknown_RM-1800/193_68.ir"",""_Converted_/IR_Plus/C/CREATIVE/RM1000W.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CNTR_+,3,"[""_Converted_/CSV/B/BnK_Components/Pre-Amplifier/27_78.ir"",""_Converted_/CSV/B/BnK_Components/Receiver/27_78.ir"",""_Converted_/CSV/B/BnK_Components/Surround_Processor/27_78.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COARSE/FINE,3,"[""_Converted_/CSV/N/NEC/Unknown_UR-3020/24,247.ir"",""_Converted_/Pronto/A/Ampro/2000-3000-4000_PROJECTOR_(ADDED_FUNC_9-96).ir"",""_Converted_/Pronto/A/Ampro/2000-3000-4000_SERIES.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COAXIAL,3,"[""_Converted_/IR_Plus/T/TEUFEL/Cinebar21.ir"",""_Converted_/IR_Plus/T/TEUFEL/Cinebar51THX.ir"",""_Converted_/IR_Plus/T/TEUFEL/DecoderStation3.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CODE,3,"[""_Converted_/Pronto/A/Ampro/2000-3000-4000_PROJECTOR_(ADDED_FUNC_9-96).ir"",""_Converted_/Pronto/A/Ampro/2000-3000-4000_SERIES.ir"",""_Converted_/Pronto/U/US_Electronics/DPBB7522.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CODE1_POWER_OFF,3,"[""_Converted_/CSV/D/Daewoo/TV/20_-1.ir"",""_Converted_/CSV/K/Kenwood/Receiver/184_0.ir"",""_Converted_/CSV/M/Motorola/Cable_Box/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CODE1_POWER_ON,3,"[""_Converted_/CSV/D/Daewoo/TV/20_-1.ir"",""_Converted_/CSV/K/Kenwood/Receiver/184_0.ir"",""_Converted_/CSV/M/Motorola/Cable_Box/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CODE3_POWER_OFF,3,"[""_Converted_/CSV/D/Daewoo/TV/6_6.ir"",""_Converted_/CSV/K/Kenwood/Receiver/184_0.ir"",""_Converted_/CSV/M/Motorola/Cable_Box/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CODE3_POWER_ON,3,"[""_Converted_/CSV/D/Daewoo/TV/6_6.ir"",""_Converted_/CSV/K/Kenwood/Receiver/184_0.ir"",""_Converted_/CSV/M/Motorola/Cable_Box/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CODE4_POWER_OFF,3,"[""_Converted_/CSV/D/Daewoo/TV/20_-1.ir"",""_Converted_/CSV/K/Kenwood/Receiver/184_0.ir"",""_Converted_/CSV/M/Motorola/Cable_Box/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CODE4_POWER_ON,3,"[""_Converted_/CSV/D/Daewoo/TV/20_-1.ir"",""_Converted_/CSV/K/Kenwood/Receiver/184_0.ir"",""_Converted_/CSV/M/Motorola/Cable_Box/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLD,3,"[""LED_Lighting/Briloner/Briloner_Leuchten_14133506L.ir"",""LED_Lighting/Briloner/Briloner_Leuchten_LED.ir"",""LED_Lighting/Briloner/LED_Ceiling_Light_Briloner_Leuchten.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLON,3,"[""_Converted_/Pronto/G/GETNER/VIEWLINK_RCS.ir"",""_Converted_/Pronto/K/Kenwood/DV-5900M_1.ir"",""_Converted_/Pronto/R/ReQuest_Multimedia/ARQ_PRO-ZONE_CODE_SET_1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
color,3,"[""_Converted_/CSV/G/Grundig/Unknown_tp621/1_-1.ir"",""_Converted_/CSV/L/Loewe/Unknown_control/0_-1.ir"",""_Converted_/CSV/V/Viewsat/Unknown_VS2000/32,255.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR TEMP,3,"[""_Converted_/IR_Plus/B/BENQ/W1100.ir"",""_Converted_/IR_Plus/E/EPSON/EB-485W.ir"",""_Converted_/IR_Plus/H/HITACHI/Projector.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR_2_GREEN,3,"[""_Converted_/CSV/H/Humax/HDTV_Tuner/0_65.ir"",""_Converted_/CSV/L/LG/Blu-Ray/45_45.ir"",""_Converted_/CSV/L/LG/Plasma/4_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR_3_YELLOW,3,"[""_Converted_/CSV/H/Humax/HDTV_Tuner/0_65.ir"",""_Converted_/CSV/L/LG/Blu-Ray/45_45.ir"",""_Converted_/CSV/L/LG/Plasma/4_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR_4_BLUE,3,"[""_Converted_/CSV/H/Humax/HDTV_Tuner/0_65.ir"",""_Converted_/CSV/L/LG/Blu-Ray/45_45.ir"",""_Converted_/CSV/L/LG/Plasma/4_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR_BLUE,3,"[""_Converted_/CSV/D/DirecTV/Receiver_HD/12_-1.ir"",""_Converted_/CSV/D/DirecTV/Receiver_HD/13_-1.ir"",""_Converted_/CSV/D/DirecTV/Receiver_HDDVR/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR_DOWN,3,"[""_Converted_/CSV/A/Aristona/Unknown_5525/0_-1.ir"",""_Converted_/CSV/N/NEC/Unknown_RU-1220S/24,247.ir"",""_Converted_/CSV/P/Philips/Unknown_uDigital/0,-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR_GREEN,3,"[""_Converted_/CSV/D/DirecTV/Receiver_HD/12_-1.ir"",""_Converted_/CSV/D/DirecTV/Receiver_HD/13_-1.ir"",""_Converted_/CSV/D/DirecTV/Receiver_HDDVR/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR_RED,3,"[""_Converted_/CSV/D/DirecTV/Receiver_HD/12_-1.ir"",""_Converted_/CSV/D/DirecTV/Receiver_HD/13_-1.ir"",""_Converted_/CSV/D/DirecTV/Receiver_HDDVR/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR_SPACE,3,"[""_Converted_/Pronto/S/Sony/VPL-HW30AES.ir"",""_Converted_/Pronto/S/Sony/VPL-VW85.ir"",""_Converted_/Pronto/S/Sony/VPL-VW95ES.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Color_temp,3,"[""Projectors/BenQ/BenQ_W1110.ir"",""Projectors/BenQ/BenQ_W2700.ir"",""Projectors/Sony/Sony_RM_PJ24.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLOR_YELLOW,3,"[""_Converted_/CSV/D/DirecTV/Receiver_HD/12_-1.ir"",""_Converted_/CSV/D/DirecTV/Receiver_HD/13_-1.ir"",""_Converted_/CSV/D/DirecTV/Receiver_HDDVR/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COLORMODE,3,"[""_Converted_/Pronto/E/Epson/V11H419020.ir"",""_Converted_/Pronto/E/Epson/V11H420320M.ir"",""_Converted_/Pronto/E/Epson/V11H421020.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
COMMERCIAL_PASS,3,"[""_Converted_/CSV/S/Sony/VCR/11,-1.ir"",""_Converted_/Pronto/S/Sony/SLV-NV60.ir"",""_Converted_/Pronto/S/Sony/SV778.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Comp1,3,"[""TVs/LG/LG_MKJ39170828_Service.ir"",""_Converted_/IR_Plus/P/PANASONIC/Plasma TV.ir"",""_Converted_/IR_Plus/V/VIZIO/Discrete.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
