record_id,source_path,classification,suggested_device_type,device_type_confidence,confidence,reasons,conflicts,requires_review
ee0e2d880a89ae8c,inventory.csv#5676,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
70a88b8de4108b1e,inventory.csv#5677,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
5041ffd03d53c614,inventory.csv#5678,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
7e316230aac18bd3,inventory.csv#5679,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
17facf92545267fc,inventory.csv#568,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
e3e6a75d33eda3e2,inventory.csv#5680,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
b2a968e096168193,inventory.csv#5681,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
7a9f4098cc455fda,inventory.csv#5682,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
337c39a54a0dd4a0,inventory.csv#5683,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
2f5b0a37ee143b0a,inventory.csv#5684,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
55b455e8348806b5,inventory.csv#5685,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
ebab8c19916d77d1,inventory.csv#5686,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
93c6adbc3d8477f0,inventory.csv#5687,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
4223ee56c7e17f1d,inventory.csv#5688,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
6880c91ec526da8f,inventory.csv#5689,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
daec66734b6dd6c9,inventory.csv#569,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
95bdf6e37ecbf197,inventory.csv#5690,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
4c527ad2977defa1,inventory.csv#5691,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
6ab3b921219ec752,inventory.csv#5692,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
643a986de5a21e54,inventory.csv#5693,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
31482c3e2b434f86,inventory.csv#5694,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
2ac0697f87a5e01a,inventory.csv#5695,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
cfe2be038425167a,inventory.csv#5696,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
f979b8731ed1f522,inventory.csv#5697,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
fc144cbb050a6077,inventory.csv#5698,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
76140c3710648389,inventory.csv#5699,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
4765406000fa6b65,inventory.csv#57,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
cd074f16eec54de2,inventory.csv#570,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
a5c3ec15b990b255,inventory.csv#5700,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
dfb1024588b5be1c,inventory.csv#5701,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
e606642c602e7da1,inventory.csv#5702,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
f874bed393b23b72,inventory.csv#5703,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
227f3f36241ecf7a,inventory.csv#5704,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
3089b50392b92485,inventory.csv#5705,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
e894b5fa01b8a469,inventory.csv#5706,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
ae2915f48899ee55,inventory.csv#5707,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
7968f504bf048337,inventory.csv#5708,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
11897f0070228dae,inventory.csv#5709,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
cda6acfa5e6e8d70,inventory.csv#571,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
a32448e2dc2a1152,inventory.csv#5710,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
d8e1858e0084c3b9,inventory.csv#5711,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
d3e420cf55127313,inventory.csv#5712,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
e5bf998afd81aa9c,inventory.csv#5713,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
779bd6183bc104af,inventory.csv#5714,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
ac6118c6b3f29bf7,inventory.csv#5715,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
f6c46b9053a77e94,inventory.csv#5716,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
fd85495142dca014,inventory.csv#5717,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
695c43abf41a965a,inventory.csv#5718,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
0314c7c64c37929d,inventory.csv#5719,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
926c0acc599be970,inventory.csv#572,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
7682a63f4e840307,inventory.csv#5720,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
be30b8fa29a18c57,inventory.csv#5721,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
182fbf022b12aecf,inventory.csv#5722,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
05f620535e62bc4e,inventory.csv#5723,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
ae2d345d9d2e5d5c,inventory.csv#5724,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
9490c88e5f10b097,inventory.csv#5725,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
9f662e2e47909b97,inventory.csv#5726,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
f41837e963827aa7,inventory.csv#5727,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
eab01757594dd0c4,inventory.csv#5728,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
b1d691598535d1e1,inventory.csv#5729,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
814392645c273007,inventory.csv#573,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
677fdd4058dfaa67,inventory.csv#5730,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
1b1b34e965eed1c3,inventory.csv#5731,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
85e42256ef04dbe1,inventory.csv#5732,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
4f79b5419d21a0cf,inventory.csv#5733,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
43f0126a7f978d37,inventory.csv#5734,device_family,,0.0,0.58,"[""modelo/família identificável com conjunto amplo""]",[],True
2e882f75bfa9e2ad,inventory.csv#5735,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
6dc6f8a56545d56a,inventory.csv#5736,specific_device,,0.0,0.72,"[""modelo identificável e conjunto coerente""]",[],True
